epoch,train_acc,train_loss,train_psnr,test_acc,test_loss,test_psnr,epoch_time
1,0.13892663043478262,0.07551142611943396,11.69355123610143,0.20322452229299362,0.043659323814568246,13.607246307810401,122.6467764377594
2,0.23489450127877237,0.03498315104447743,14.598362259242846,0.28294187898089174,0.029795755792385453,15.266288830216522,121.70753145217896
3,0.32768542199488493,0.0267302279510652,15.759087191823193,0.3734076433121019,0.025015155778853757,16.025791320071857,120.80310535430908
4,0.4319253516624041,0.02199883945524464,16.602833568592512,0.48487261146496813,0.021695344536832185,16.64405234148548,120.59420084953308
5,0.5144061700767263,0.018315794882471755,17.394859363965672,0.5306528662420382,0.01635695801703793,17.871337356081433,120.6831624507904
6,0.5836596867007673,0.015895851751994292,18.007682231990884,0.6128582802547771,0.014429211859727741,18.415970650448163,120.8280873298645
7,0.6403652493606138,0.014417343388271072,18.44267040506348,0.6686902866242038,0.013569442062953095,18.6825074724331,120.63311624526978
8,0.6862811700767263,0.013065302465825587,18.863503934172414,0.673765923566879,0.013209712045018081,18.7986288617371,120.68896198272705
9,0.7168518222506394,0.012109790384397863,19.197686207568857,0.7205414012738853,0.011187641282275224,19.52078459672867,120.89753293991089
10,0.7446851023017903,0.011275362174557832,19.505220664431675,0.7204418789808917,0.011000913455133226,19.593650356219833,120.56396532058716
11,0.7666640025575447,0.010577970792961014,19.779478468248605,0.7496019108280255,0.010382071760287331,19.845650958407457,120.71311736106873
12,0.7853260869565217,0.010091432178502573,19.99016408847116,0.7524880573248408,0.010719933754699245,19.70656972022573,120.83476996421814
13,0.7988331202046036,0.009641391169184537,20.184755200925082,0.7760748407643312,0.009898193666984322,20.052009558222096,120.60167813301086
14,0.8116807864450127,0.00908603701654755,20.440952898596255,0.7843351910828026,0.0090210383674901,20.45586459651874,120.75993061065674
15,0.8248281649616368,0.008822662360451716,20.570830440277334,0.7909036624203821,0.009452482376983212,20.252199258014656,120.80255603790283
16,0.8354179987212276,0.008487741429539746,20.73644310007315,0.7951831210191083,0.008975624103858403,20.47655313333888,120.56547427177429
17,0.8443893861892583,0.008009262525302636,20.985964311663146,0.8186703821656051,0.00745960648592775,21.282377400975317,120.75093054771423
18,0.8538003516624041,0.007876975103364804,21.063059711700205,0.8193670382165605,0.008985380298060596,20.472466049680285,120.76005554199219
19,0.8618925831202046,0.007588083119800938,21.227364488879736,0.8256369426751592,0.007843057500423899,21.06298613092702,120.58910632133484
20,0.8675471547314578,0.007310367612730321,21.38579863477546,0.8293192675159236,0.007560279104668813,21.223420319283843,120.67910170555115
21,0.875119884910486,0.007123395383758161,21.502829488281094,0.8312101910828026,0.0102145866176505,19.91338899940442,120.80505895614624
22,0.8805147058823529,0.00684728373325599,21.678077197745633,0.8378781847133758,0.006847852918135513,21.65251129296175,120.5861234664917
23,0.8861293158567775,0.0065979248673781335,21.836090402529976,0.8432523885350318,0.007015673852982415,21.546493530273438,120.7291829586029
24,0.8896859015345269,0.006478788733691968,21.913657137195166,0.847531847133758,0.007324115761739623,21.360855224026235,120.78484630584717
25,0.896019820971867,0.0063126816216598994,22.032400845871557,0.8484275477707006,0.007300691338030586,21.37518545017121,120.53747367858887
26,0.9005554667519181,0.006043946130506104,22.21699967591659,0.8567874203821656,0.007604055293497576,21.196318316611514,120.93517732620239
27,0.9034926470588235,0.005928176941107149,22.30368873957173,0.8646496815286624,0.006974978488128466,21.57177683350387,120.8057644367218
28,0.90786844629156,0.005843111876007693,22.364440988701627,0.8670382165605095,0.006670019998671902,21.76682751649504,120.53019523620605
29,0.9110054347826086,0.005702787249222817,22.48925179044914,0.8756966560509554,0.0054556104787595715,22.64112822417241,120.78729677200317
30,0.9147618286445013,0.005519755639593163,22.606189059479462,0.8698248407643312,0.005581243969144146,22.542342228494633,120.81454515457153
31,0.9172594309462916,0.005348518942161213,22.74077044240654,0.878781847133758,0.005455152096025124,22.640379778139152,120.55193257331848
32,0.9195572250639387,0.005312274348305162,22.780693027369505,0.8870421974522293,0.005643854436767139,22.491733174415153,120.78628039360046
33,0.9222146739130435,0.005307887315207049,22.80730001639832,0.8830613057324841,0.004940717825132191,23.071389252972452,120.78960132598877
34,0.92497202685422,0.005079258623940256,22.9711048853062,0.8844546178343949,0.0052405903501447975,22.815754313377816,120.56113862991333
35,0.9263107416879796,0.005050003079606977,22.995757541997964,0.8881369426751592,0.004984974196762036,23.03253469041958,120.81134414672852
36,0.9274096867007673,0.004944867046271234,23.10058996927403,0.8871417197452229,0.005008928774363676,23.011405628957565,121.23000717163086
37,0.9312859654731458,0.004817449123315189,23.195002575359688,0.8909235668789809,0.004673298479467155,23.3136725456092,122.31835341453552
38,0.9326446611253197,0.004762237335976851,23.250222371972125,0.8853503184713376,0.004606984620973183,23.376202407156587,121.68176627159119
39,0.9324048913043478,0.0047853880998371245,23.23835016577445,0.8938097133757962,0.0042647435048084915,23.711842615892934,121.35973262786865
40,0.9364809782608695,0.004619586981459023,23.38827747579121,0.8929140127388535,0.00455995214581015,23.420140187451793,121.27781319618225
41,0.934522858056266,0.004597368252956692,23.4118133701022,0.8953025477707006,0.004091757990324953,23.892311800817016,121.35340762138367
42,0.9357416879795396,0.004515025830801453,23.481419624270075,0.895203025477707,0.004200313711882966,23.777962872936467,121.33424735069275
43,0.9387787723785166,0.004484848556099245,23.512209814222878,0.8969944267515924,0.004740338603473583,23.25096129156222,121.35152006149292
44,0.9398976982097187,0.0044182113099657475,23.580404915773045,0.8979896496815286,0.004512664304369954,23.4648910692543,121.90460634231567
45,0.9409766624040921,0.004444307078371572,23.577855376026516,0.8977906050955414,0.0044530292225491465,23.523073366493175,121.13888812065125
46,0.9425951086956522,0.004290253142206966,23.719353656329766,0.9033638535031847,0.004130293051623235,23.850015664556224,121.09491443634033
47,0.9429347826086957,0.004260417807887754,23.739292105750355,0.9037619426751592,0.004375643693029311,23.59889087555515,121.52812647819519
48,0.9442535166240409,0.004176175319756408,23.830785817197523,0.9026671974522293,0.005106981472960513,22.924884820440013,121.27395129203796
49,0.9453324808184144,0.00424670145097796,23.76595712500765,0.9026671974522293,0.004539663704693507,23.437805260822273,121.04547762870789
50,0.9442934782608695,0.004277789782163451,23.764960325587435,0.9054538216560509,0.004010231770978422,23.978254427575763,121.45986700057983
